transaction_id,amount,payment_status,failure_reason,retry_count,recovery_probability,expected_recovery,diagnosis,recommended_action,policy_approved,policy_reason,requires_human,execution_status
txn_002483,11885.98,abandoned,none,0,0.530446610206722,6304.8777999848935,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,ESCALATE,True,High-value transaction with insufficient confidence for automated recovery. Human review is required.,True,ESCALATED
txn_007765,10886.61,abandoned,none,0,0.5753931515056792,6264.0808371132425,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,ESCALATE,True,High-value transaction with insufficient confidence for automated recovery. Human review is required.,True,ESCALATED
txn_002157,11075.82,failed,bank_decline,0,0.5332096934708574,5905.734587138392,"The payment was declined by the bank. Repeated automatic retries may not be appropriate, so a softer recovery path or escalation should be considered.",ESCALATE,True,High-value transaction with insufficient confidence for automated recovery. Human review is required.,True,ESCALATED
txn_005764,9688.65,abandoned,none,0,0.5834056227185683,5652.412886552257,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_000713,10530.71,failed,technical_error,0,0.515134167968273,5424.728533965173,A technical payment failure was detected. A controlled retry may recover the payment without requiring aggressive intervention.,ESCALATE,True,High-value transaction with insufficient confidence for automated recovery. Human review is required.,True,ESCALATED
txn_004865,25905.59,failed,network_error,1,0.1956427862896306,5068.241808076793,The failure appears potentially temporary. A controlled retry may be appropriate if the recovery probability is sufficiently high.,STOP,True,Recovery probability is below the minimum intervention threshold.,False,STOPPED
txn_008438,10217.75,abandoned,none,0,0.493083886308616,5038.2078793298615,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,ESCALATE,True,High-value transaction with insufficient confidence for automated recovery. Human review is required.,True,ESCALATED
txn_006769,7510.23,abandoned,none,0,0.6577464230882352,4939.826919069956,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_000516,9875.64,failed,insufficient_funds,0,0.4996485868243956,4934.349569986474,The payment appears to have failed because of insufficient funds. A reminder or alternate payment path is preferable to repeated retries.,REMINDER,True,Recovery probability is moderate. Use a non-invasive reminder instead of an automatic payment attempt.,False,SIMULATED_EXECUTION
txn_008673,7803.45,abandoned,none,0,0.6159489035564409,4806.526471457509,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_002151,16288.26,failed,bank_decline,0,0.294508698219172,4797.034248855411,"The payment was declined by the bank. Repeated automatic retries may not be appropriate, so a softer recovery path or escalation should be considered.",ESCALATE,True,High-value transaction with insufficient confidence for automated recovery. Human review is required.,True,ESCALATED
txn_000352,9038.94,failed,network_error,0,0.527654175788745,4769.434435703919,The failure appears potentially temporary. A controlled retry may be appropriate if the recovery probability is sufficiently high.,RETRY,True,Failure appears temporary or technical and recovery probability is sufficient for a controlled retry.,False,SIMULATED_EXECUTION
txn_001587,16091.08,failed,insufficient_funds,2,0.2898825459101675,4664.523236844178,The transaction has already received multiple recovery attempts. Further automatic retries could create unnecessary customer friction.,ESCALATE,True,Maximum automated retry limit reached. Further automated retries are blocked.,True,ESCALATED
txn_002751,12147.16,abandoned,none,0,0.3827980593259015,4649.909274321218,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,ESCALATE,True,High-value transaction with insufficient confidence for automated recovery. Human review is required.,True,ESCALATED
txn_006370,7009.83,abandoned,none,0,0.653895912788878,4583.699186344861,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,EXECUTED
txn_004060,8845.7,abandoned,none,0,0.5149144851059849,4554.779060902011,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_006475,10942.35,abandoned,none,0,0.4128976513450783,4518.070615195818,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,ESCALATE,True,High-value transaction with insufficient confidence for automated recovery. Human review is required.,True,ESCALATED
txn_003008,10263.48,failed,insufficient_funds,1,0.4288896693815395,4401.900543904043,The payment appears to have failed because of insufficient funds. A reminder or alternate payment path is preferable to repeated retries.,ESCALATE,True,High-value transaction with insufficient confidence for automated recovery. Human review is required.,True,ESCALATED
txn_006300,7371.15,abandoned,none,0,0.592987844648329,4371.00235107953,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_007136,8020.78,abandoned,none,0,0.5436205990040299,4360.261228079543,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,EXECUTED
txn_008210,8013.37,abandoned,none,0,0.5420341716598933,4343.52037015424,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_004143,7468.53,abandoned,none,0,0.5797228462984676,4329.677469265494,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_006094,20271.13,failed,authentication_failed,1,0.211083674671192,4278.904610137441,Authentication failed during payment. The customer may need to retry through an appropriate authenticated payment flow.,ESCALATE,True,High-value transaction with insufficient confidence for automated recovery. Human review is required.,True,ESCALATED
txn_000546,12622.6,abandoned,none,0,0.3352857328916163,4232.1776919977165,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,ESCALATE,True,High-value transaction with insufficient confidence for automated recovery. Human review is required.,True,ESCALATED
txn_005088,5381.72,abandoned,none,0,0.7754128150455041,4173.05465498669,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_008467,5768.15,abandoned,none,0,0.7144645556758485,4121.138726821646,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_000004,8615.97,abandoned,none,0,0.4774477252108364,4113.67527698481,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_004265,6846.14,abandoned,none,0,0.5969498288143926,4086.8021010393663,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_008901,11127.57,failed,bank_decline,0,0.3578364919171611,3981.850612362645,"The payment was declined by the bank. Repeated automatic retries may not be appropriate, so a softer recovery path or escalation should be considered.",ESCALATE,True,High-value transaction with insufficient confidence for automated recovery. Human review is required.,True,ESCALATED
txn_004003,5367.34,failed,technical_error,0,0.7282247081507055,3908.629605045608,A technical payment failure was detected. A controlled retry may recover the payment without requiring aggressive intervention.,RETRY,True,High recovery probability and retry limit has not been reached.,False,SIMULATED_EXECUTION
txn_006762,8766.41,abandoned,none,0,0.4426438733047465,3880.397677377463,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_008946,7313.02,abandoned,none,0,0.5301065897799438,3876.680093192525,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_007325,9423.05,abandoned,none,0,0.4090288140458245,3854.298966194506,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_005304,7887.1,abandoned,none,0,0.4872579118537317,3843.051876581568,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_009099,8275.21,failed,technical_error,1,0.4640573852528339,3840.172315018104,A technical payment failure was detected. A controlled retry may recover the payment without requiring aggressive intervention.,RETRY,True,Failure appears temporary or technical and recovery probability is sufficient for a controlled retry.,False,SIMULATED_EXECUTION
txn_001082,7857.3,abandoned,none,0,0.4841277491303282,3803.936963241728,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_001653,7734.18,abandoned,none,0,0.4899244491188279,3789.163875885856,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_008960,10948.04,abandoned,none,0,0.3413330169311702,3736.9275226831287,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,ESCALATE,True,High-value transaction with insufficient confidence for automated recovery. Human review is required.,True,ESCALATED
txn_001771,5734.81,failed,insufficient_funds,0,0.6497350875568224,3726.107277471741,The payment appears to have failed because of insufficient funds. A reminder or alternate payment path is preferable to repeated retries.,REMINDER,True,Recovery probability is moderate. Use a non-invasive reminder instead of an automatic payment attempt.,False,SIMULATED_EXECUTION
txn_003257,7291.56,failed,network_error,1,0.5102150164308074,3720.263405206218,The failure appears potentially temporary. A controlled retry may be appropriate if the recovery probability is sufficiently high.,RETRY,True,Failure appears temporary or technical and recovery probability is sufficient for a controlled retry.,False,SIMULATED_EXECUTION
txn_002846,9059.73,failed,network_error,1,0.4092428016513451,3707.629287404741,The failure appears potentially temporary. A controlled retry may be appropriate if the recovery probability is sufficiently high.,RETRY,True,Failure appears temporary or technical and recovery probability is sufficient for a controlled retry.,False,SIMULATED_EXECUTION
txn_009726,7327.72,failed,network_error,1,0.505372902608925,3703.231125905472,The failure appears potentially temporary. A controlled retry may be appropriate if the recovery probability is sufficiently high.,RETRY,True,Failure appears temporary or technical and recovery probability is sufficient for a controlled retry.,False,SIMULATED_EXECUTION
txn_009956,5693.87,abandoned,none,0,0.6495547987196051,3698.4805817855977,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_006416,9399.63,abandoned,none,0,0.392860815683167,3692.746308919967,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_000936,7906.3,abandoned,none,0,0.4660903355634558,3685.050020065351,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_009329,5717.63,abandoned,none,0,0.6425129277094487,3673.651190859375,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_005788,5993.29,abandoned,none,0,0.6118680856144127,3667.102878832004,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_004681,10459.03,failed,insufficient_funds,0,0.3362613703129856,3516.9677599446263,The payment appears to have failed because of insufficient funds. A reminder or alternate payment path is preferable to repeated retries.,ESCALATE,True,High-value transaction with insufficient confidence for automated recovery. Human review is required.,True,ESCALATED
txn_000689,5921.8,abandoned,none,0,0.5898678081190083,3493.079186119144,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_004473,11328.56,failed,insufficient_funds,0,0.3057795534784898,3464.04201835428,The payment appears to have failed because of insufficient funds. A reminder or alternate payment path is preferable to repeated retries.,ESCALATE,True,High-value transaction with insufficient confidence for automated recovery. Human review is required.,True,ESCALATED
txn_001260,10420.96,failed,network_error,2,0.3302568070331024,3441.5929758196785,The transaction has already received multiple recovery attempts. Further automatic retries could create unnecessary customer friction.,ESCALATE,True,Maximum automated retry limit reached. Further automated retries are blocked.,True,ESCALATED
txn_009349,5076.67,abandoned,none,0,0.677244114499313,3438.144878755227,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_002004,5833.16,abandoned,none,0,0.583975352308003,3406.421666068951,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_002623,5711.4,abandoned,none,0,0.5956259934171516,3401.85829880272,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_001597,8047.48,failed,technical_error,1,0.4159929609063794,3347.6950330348704,A technical payment failure was detected. A controlled retry may recover the payment without requiring aggressive intervention.,RETRY,True,Failure appears temporary or technical and recovery probability is sufficient for a controlled retry.,False,SIMULATED_EXECUTION
txn_005820,7714.38,abandoned,none,0,0.427943299298799,3301.317229244669,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_004000,5789.17,abandoned,none,0,0.5660476635458142,3276.946152369521,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_004938,4487.81,failed,technical_error,0,0.7275167168693348,3264.95679713337,A technical payment failure was detected. A controlled retry may recover the payment without requiring aggressive intervention.,RETRY,True,High recovery probability and retry limit has not been reached.,False,SIMULATED_EXECUTION
txn_008822,5181.25,abandoned,none,0,0.6251893113410405,3239.2621193857663,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_001725,4682.23,abandoned,none,0,0.6858164739859495,3211.150468991232,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_004489,5443.52,abandoned,none,0,0.5894220518351105,3208.5307276054614,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_000648,5719.9,failed,insufficient_funds,0,0.5597872100404943,3201.926862710623,The payment appears to have failed because of insufficient funds. A reminder or alternate payment path is preferable to repeated retries.,REMINDER,True,Recovery probability is moderate. Use a non-invasive reminder instead of an automatic payment attempt.,False,SIMULATED_EXECUTION
txn_008648,6158.52,failed,network_error,0,0.5149164539368574,3171.123279899215,The failure appears potentially temporary. A controlled retry may be appropriate if the recovery probability is sufficiently high.,RETRY,True,Failure appears temporary or technical and recovery probability is sufficient for a controlled retry.,False,SIMULATED_EXECUTION
txn_002167,11716.59,failed,network_error,2,0.2699442716322859,3162.826353564125,The transaction has already received multiple recovery attempts. Further automatic retries could create unnecessary customer friction.,ESCALATE,True,Maximum automated retry limit reached. Further automated retries are blocked.,True,ESCALATED
txn_000312,20396.49,failed,network_error,1,0.1546987238677112,3155.310974380534,The failure appears potentially temporary. A controlled retry may be appropriate if the recovery probability is sufficiently high.,STOP,True,Recovery probability is below the minimum intervention threshold.,False,STOPPED
txn_000272,5329.04,abandoned,none,0,0.5833157904189566,3108.5131797742365,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_007012,7325.49,failed,bank_decline,0,0.4242684365181546,3107.9741890293767,"The payment was declined by the bank. Repeated automatic retries may not be appropriate, so a softer recovery path or escalation should be considered.",REMINDER,True,Recovery probability is moderate. Use a non-invasive reminder instead of an automatic payment attempt.,False,SIMULATED_EXECUTION
txn_005080,19692.92,failed,bank_decline,1,0.1561605096262674,3075.256423229315,"The payment was declined by the bank. Repeated automatic retries may not be appropriate, so a softer recovery path or escalation should be considered.",STOP,True,Recovery probability is below the minimum intervention threshold.,False,STOPPED
txn_009901,3998.94,failed,network_error,0,0.7650685105540387,3059.463069594968,The failure appears potentially temporary. A controlled retry may be appropriate if the recovery probability is sufficiently high.,RETRY,True,High recovery probability and retry limit has not been reached.,False,SIMULATED_EXECUTION
txn_000511,5840.84,failed,network_error,1,0.5177578079365899,3024.140514908352,The failure appears potentially temporary. A controlled retry may be appropriate if the recovery probability is sufficiently high.,RETRY,True,Failure appears temporary or technical and recovery probability is sufficient for a controlled retry.,False,SIMULATED_EXECUTION
txn_008277,13839.44,failed,bank_decline,0,0.217317291784613,3007.5496206156454,"The payment was declined by the bank. Repeated automatic retries may not be appropriate, so a softer recovery path or escalation should be considered.",ESCALATE,True,High-value transaction with insufficient confidence for automated recovery. Human review is required.,True,ESCALATED
txn_007959,5185.65,abandoned,none,0,0.5773903207472071,2994.1441167827543,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_004491,6753.57,failed,network_error,2,0.4376330664104488,2955.585548317615,The transaction has already received multiple recovery attempts. Further automatic retries could create unnecessary customer friction.,ESCALATE,True,Maximum automated retry limit reached. Further automated retries are blocked.,True,ESCALATED
txn_000157,4309.53,failed,network_error,0,0.6798865795744607,2929.991611273525,The failure appears potentially temporary. A controlled retry may be appropriate if the recovery probability is sufficiently high.,RETRY,True,Failure appears temporary or technical and recovery probability is sufficient for a controlled retry.,False,SIMULATED_EXECUTION
txn_005441,6602.66,failed,insufficient_funds,0,0.4404238944388621,2907.9692308556973,The payment appears to have failed because of insufficient funds. A reminder or alternate payment path is preferable to repeated retries.,REMINDER,True,Recovery probability is moderate. Use a non-invasive reminder instead of an automatic payment attempt.,False,SIMULATED_EXECUTION
txn_005695,4210.45,abandoned,none,0,0.6901549507426874,2905.862912354548,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_008649,6112.1,failed,network_error,1,0.475124209221891,2904.0066791851204,The failure appears potentially temporary. A controlled retry may be appropriate if the recovery probability is sufficiently high.,RETRY,True,Failure appears temporary or technical and recovery probability is sufficient for a controlled retry.,False,SIMULATED_EXECUTION
txn_003583,4672.28,abandoned,none,0,0.6211493726650055,2902.1837909152514,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_002802,5206.11,abandoned,none,0,0.5525702414917154,2876.7414599324343,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_003825,5911.71,failed,network_error,2,0.4819988886775546,2849.437650183986,The transaction has already received multiple recovery attempts. Further automatic retries could create unnecessary customer friction.,ESCALATE,True,Maximum automated retry limit reached. Further automated retries are blocked.,True,ESCALATED
txn_007321,5049.25,abandoned,none,0,0.5633502353611199,2844.496175897135,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_002409,9763.54,failed,bank_decline,0,0.2902163626392111,2833.539065282443,"The payment was declined by the bank. Repeated automatic retries may not be appropriate, so a softer recovery path or escalation should be considered.",REMINDER,True,Recovery probability is moderate. Use a non-invasive reminder instead of an automatic payment attempt.,False,SIMULATED_EXECUTION
txn_003934,4571.42,abandoned,none,0,0.6132710084474322,2803.5193534367604,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_002515,5581.15,abandoned,none,0,0.4998827307036609,2789.9205024667367,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
txn_000443,6230.04,abandoned,none,0,0.447221699900387,2786.209079247408,Checkout was abandoned before payment completion. A payment-link based recovery flow is more appropriate than an automatic payment retry.,PAYMENT_LINK,True,Checkout was abandoned. A payment link provides a customer-controlled recovery path without automatically retrying payment.,False,SIMULATED_EXECUTION
